dim 1,dim 2,dim 3,dim 4,dim 5,sample_type,sample,sample_type_binary,KMeans labels
0.17544,0.44461000000000006,0.04322,0.15702,0.07274,type 3,sample 717,bad,3
0.15524000000000002,0.47668,0.02367,0.19739,0.07661,type 1,sample 718,good,3
0.11104000000000001,0.2076,0.0058,0.18962,0.13022999999999998,type 2,sample 719,bad,5
0.14662999999999998,0.48216000000000003,0.031010000000000003,0.19573,0.07402,type 1,sample 720,good,3
0.40402,0.3394,-0.00054,0.15113,0.07545,type 5,sample 721,bad,1
0.14895999999999998,0.38892,-0.10653,0.11395999999999999,0.07377,type 4,sample 722,bad,0
0.15202000000000002,0.38719000000000003,-0.11957999999999999,0.10889000000000001,0.07016,type 4,sample 723,good,0
0.40749,0.33892,-8e-05,0.15317999999999998,0.07626000000000001,type 5,sample 724,bad,1
0.15427000000000002,0.47866000000000003,0.025,0.19337000000000001,0.07622000000000001,type 1,sample 725,good,3
0.40714,0.33571,-0.00302,0.14992,0.07082999999999999,type 5,sample 726,bad,1
0.41700000000000004,0.33505,-0.0014,0.1508,0.07614,type 5,sample 727,bad,1
0.14807,0.40084000000000003,-0.09744,0.11465,0.07309,type 4,sample 728,good,0
0.14322000000000001,0.37624,-0.08632999999999999,0.1233,0.07149,type 4,sample 729,good,0
0.15406,0.45016000000000006,0.04905,0.1535,0.07696,type 3,sample 730,bad,3
0.15453,0.47968,0.02854,0.19688,0.07746,type 1,sample 731,good,3
0.15719,0.42413999999999996,0.06305,0.11320999999999999,0.08131000000000001,type 3,sample 732,bad,3
0.35955,0.36454000000000003,0.0059,0.16033,0.07556,type 5,sample 733,good,1
0.14939000000000002,0.42906000000000005,-0.054439999999999995,0.13952,0.07351,type 4,sample 734,good,0
0.15825,0.43245,0.05026,0.13935,0.07626000000000001,type 3,sample 735,bad,3
0.14908,0.38931,-0.09973,0.1145,0.07607,type 4,sample 736,good,0
0.14137,0.46538999999999997,0.03179,0.1889,0.06296,type 1,sample 737,good,3
0.17156,0.44261000000000006,0.046169999999999996,0.15253,0.07907,type 3,sample 738,bad,3
0.14869000000000002,0.48218999999999995,0.03092,0.19451,0.07289,type 1,sample 739,good,3
0.14717,0.40001,-0.09953,0.11662,0.07312,type 4,sample 740,good,0
0.15503,0.47803,0.02598,0.19534,0.0783,type 1,sample 741,good,3
0.14221,0.37451,-0.08929,0.12170999999999998,0.07461,type 4,sample 742,bad,0
0.14163,0.36629,-0.0854,0.12205999999999999,0.07682,type 4,sample 743,good,0
0.14437,0.38745,-0.09387000000000001,0.12359,0.07277,type 4,sample 744,good,0
0.4147,0.33703,0.00122,0.15031,0.0741,type 5,sample 745,good,1
0.38795,0.34934,0.00433,0.15485,0.07416,type 5,sample 746,bad,1
0.14718,0.48318999999999995,0.03184,0.19443,0.07178,type 1,sample 747,good,3
0.14844000000000002,0.3957,-0.09949,0.11483,0.07389,type 4,sample 748,good,0
0.40946,0.33866999999999997,-0.00066,0.1521,0.07402,type 5,sample 749,bad,1
0.11315,0.21129,0.00323,0.1846,0.11355,type 2,sample 750,bad,5
0.11149,0.21285,0.01166,0.16689,-0.0059,type 2,sample 751,bad,2
0.14815,0.39004,-0.10236,0.11145,0.07412,type 4,sample 752,good,0
0.12319000000000001,0.34604,0.11874000000000001,-0.01381,0.08127000000000001,type 3,sample 753,bad,4
0.17585,0.43741,0.04332,0.15063,0.07643,type 3,sample 754,good,3
0.14381,0.40078,-0.05529,0.1388,0.07705,type 4,sample 755,good,0
0.37144,0.35816,0.0073,0.15657000000000001,0.06956,type 5,sample 756,good,1
0.14172,0.36607,-0.0849,0.12139000000000001,0.07506,type 4,sample 757,bad,0
0.14709,0.48131,0.03119,0.19439,0.07312,type 1,sample 758,good,3
0.17534,0.44143000000000004,0.042839999999999996,0.15793,0.07792,type 3,sample 759,good,3
0.4146,0.33326,-0.00202,0.1517,0.07352,type 5,sample 760,bad,1
0.41433000000000003,0.33349,-0.00227,0.14895999999999998,0.07266,type 5,sample 761,bad,1
0.15327000000000002,0.48028999999999994,0.02572,0.19758,0.0784,type 1,sample 762,good,3
0.11082,0.20670999999999998,0.006229999999999999,0.18965,0.12459,type 2,sample 763,bad,5
0.18087,0.44225,0.03974,0.16084,0.07457000000000001,type 3,sample 764,good,3
0.15554,0.48015,0.028860000000000004,0.19722,0.07445,type 1,sample 765,good,3
0.15547,0.48065,0.02974,0.20042000000000001,0.07547999999999999,type 1,sample 766,good,3
0.14335,0.3723,-0.08809,0.12230999999999999,0.07489,type 4,sample 767,bad,0
0.13989000000000001,0.36178,-0.09458,0.11619000000000002,0.07914,type 4,sample 768,bad,0
0.14806,0.40854,-0.11019000000000001,0.1107,0.07178999999999999,type 4,sample 769,bad,0
0.40915999999999997,0.33604,0.00418,0.15338,0.07602,type 5,sample 770,bad,1
0.11157,0.21028000000000002,0.00563,0.1822,0.10605999999999999,type 2,sample 771,bad,5
0.11264,0.21184,0.00303,0.18654,0.11319000000000001,type 2,sample 772,bad,5
0.11220999999999999,0.21403000000000003,0.01545,0.17129,-0.00647,type 2,sample 773,bad,2
0.10842,0.21363000000000001,0.01756,0.17031,-0.00103,type 2,sample 774,bad,2
0.41696000000000005,0.33411,0.00037,0.14997,0.07214,type 5,sample 775,bad,1
0.11148,0.21001,0.01695,0.1712,-0.00645,type 2,sample 776,bad,2
0.4156,0.33443,0.0022,0.15223,0.07332999999999999,type 5,sample 777,bad,1
0.15009,0.38650999999999996,-0.10312,0.11515,0.07074,type 4,sample 778,good,0
0.11083,0.21325999999999998,0.01267,0.17368,-0.00047000000000000004,type 2,sample 779,bad,2
0.1507,0.48043,0.02988,0.19430999999999998,0.07288,type 1,sample 780,good,3
0.14354,0.40284000000000003,-0.0973,0.1168,0.07097,type 4,sample 781,good,0
0.15020999999999998,0.38681,-0.10602,0.11362,0.07194,type 4,sample 782,good,0
0.11420999999999999,0.214,0.014190000000000001,0.17209000000000002,-0.00155,type 2,sample 783,bad,2
0.1482,0.39939,-0.0968,0.11817000000000001,0.07197,type 4,sample 784,bad,0
0.14935,0.4123,-0.09891,0.11499000000000001,0.07128,type 4,sample 785,good,0
0.11377000000000001,0.21325999999999998,0.01475,0.17089000000000001,-0.00564,type 2,sample 786,bad,2
0.41318999999999995,0.33487,-0.00168,0.14884,0.07374,type 5,sample 787,bad,1
0.10910999999999998,0.20410999999999999,0.014709999999999999,0.18170999999999998,0.0632,type 2,sample 788,bad,5
0.14378,0.37433,-0.09658,0.11250999999999999,0.07497999999999999,type 4,sample 789,bad,0
0.14925,0.41684,-0.0935,0.12024000000000001,0.06838,type 4,sample 790,good,0
0.18655,0.39215,0.06067,0.09012,0.07817,type 3,sample 791,good,4
0.14784,0.38605,-0.10593,0.11205,0.07153999999999999,type 4,sample 792,bad,0
0.14667,0.39333,-0.09967000000000001,0.11452000000000001,0.07218,type 4,sample 793,good,0
0.14467,0.40168000000000004,-0.09726,0.11778,0.0756,type 4,sample 794,bad,0
0.18855,0.40536,0.06076,0.11001,0.07481,type 3,sample 795,bad,3
0.40985,0.33499,-0.00124,0.15163,0.0724,type 5,sample 796,good,1
0.14876,0.48067,0.028860000000000004,0.19535999999999998,0.07496,type 1,sample 797,good,3
0.14651,0.48193,0.030910000000000003,0.19439,0.07316,type 1,sample 798,good,3
0.15644,0.48034,0.030680000000000002,0.19874,0.07732,type 1,sample 799,good,3
0.4155,0.33394,-7e-05,0.15063,0.06994,type 5,sample 800,bad,1
0.14411,0.36988000000000004,-0.09831000000000001,0.11571,0.07303,type 4,sample 801,bad,0
0.11099,0.20953000000000002,0.00495,0.18411,0.11556,type 2,sample 802,bad,5
0.14683,0.3839,-0.10421,0.11124,0.071,type 4,sample 803,bad,0
0.1522,0.45919,0.04318,0.16558,0.07554,type 3,sample 804,good,3
0.12704000000000001,0.35268,0.11400999999999999,-0.00268,0.08222,type 3,sample 805,bad,4
0.11112999999999999,0.21466999999999997,0.01124,0.17507999999999999,-0.0044399999999999995,type 2,sample 806,bad,2
0.15077000000000002,0.40759,-0.07013,0.13395,0.07254,type 4,sample 807,bad,0
0.14851,0.43382,0.058539999999999995,0.12735,0.07509,type 3,sample 808,good,3
0.11199999999999999,0.21111999999999997,0.014830000000000001,0.17238,0.0048,type 2,sample 809,bad,2
0.11316,0.20898000000000003,0.00253,0.18639,0.12528,type 2,sample 810,bad,5
0.12804000000000001,0.36833,0.10722999999999999,0.02153,0.07608999999999999,type 3,sample 811,good,4
0.11260999999999999,0.21231,0.0046,0.18902,0.11764000000000001,type 2,sample 812,bad,5
0.14723,0.40599,-0.08634,0.12275,0.07122,type 4,sample 813,bad,0
0.39503,0.34576,0.0031,0.15258,0.07343,type 5,sample 814,good,1
0.40825,0.33734000000000003,-0.00106,0.15147,0.07015,type 5,sample 815,bad,1
0.41023000000000004,0.33573000000000003,-0.0016300000000000002,0.14992,0.0729,type 5,sample 816,bad,1
0.1434,0.3755,-0.08386,0.12219000000000001,0.07528,type 4,sample 817,good,0
0.14669000000000001,0.43488000000000004,0.058070000000000004,0.12529,0.07426,type 3,sample 818,good,3
0.14587,0.3967,-0.09654,0.11557,0.0723,type 4,sample 819,bad,0
0.41571,0.33387,0.00313,0.15097,0.07178999999999999,type 5,sample 820,bad,1
0.38242,0.35273000000000004,0.0053,0.15544000000000002,0.07687999999999999,type 5,sample 821,good,1
0.1569,0.48005,0.02189,0.1983,0.07736,type 1,sample 822,good,3
0.15065,0.48245,0.03255,0.19915,0.07404,type 1,sample 823,good,3
0.14371,0.37234,-0.08727,0.12354000000000001,0.06992000000000001,type 4,sample 824,bad,0
0.41544,0.33363000000000004,-0.0012699999999999999,0.1488,0.07232999999999999,type 5,sample 825,good,1
0.1475,0.48486,0.03576,0.19554000000000002,0.07109,type 1,sample 826,good,3
0.1504,0.39659,-0.10465,0.11439,0.07244,type 4,sample 827,good,0
0.14636,0.39103000000000004,-0.10486,0.11091,0.07009,type 4,sample 828,good,0
0.15092,0.39298,-0.10899,0.11091,0.07182000000000001,type 4,sample 829,bad,0
0.41372,0.33396,0.00033999999999999997,0.1507,0.07276,type 5,sample 830,good,1
0.14811,0.38572,-0.10800000000000001,0.11485,0.07203999999999999,type 4,sample 831,good,0
0.14369,0.45933,0.03411,0.18965,0.05744,type 1,sample 832,good,3
0.14757,0.38877,-0.10515999999999999,0.11509000000000001,0.07318999999999999,type 4,sample 833,good,0
0.41458,0.33498,-0.00107,0.14932,0.07274,type 5,sample 834,bad,1
0.12574000000000002,0.35898,0.10868,0.00116,0.08066,type 3,sample 835,bad,4
0.14148,0.37067,-0.09146,0.12005999999999999,0.07597000000000001,type 4,sample 836,good,0
0.41446000000000005,0.33533,-0.0002,0.15091,0.07572999999999999,type 5,sample 837,good,1
0.14568,0.38473,-0.12027,0.10711,0.07127,type 4,sample 838,good,0
0.1452,0.48231,0.03166,0.19397999999999999,0.07583,type 1,sample 839,good,3
0.11144000000000001,0.2109,0.01399,0.17384000000000002,0.00144,type 2,sample 840,bad,2
0.15203,0.48083000000000004,0.032889999999999996,0.20083,0.07522999999999999,type 1,sample 841,good,3
0.1484,0.40381999999999996,-0.10405999999999999,0.11112999999999999,0.06954,type 4,sample 842,good,0
0.1106,0.2068,0.01454,0.17987,0.07003,type 2,sample 843,bad,5
0.14765999999999999,0.39561,-0.09774,0.11556,0.07343999999999999,type 4,sample 844,good,0
0.10976,0.21131999999999998,0.00503,0.18275,0.1183,type 2,sample 845,bad,5
0.11291,0.20947,0.006670000000000001,0.18748,0.12862,type 2,sample 846,bad,5
0.10847000000000001,0.20412,0.014169999999999999,0.18484,0.07274,type 2,sample 847,bad,5
0.41346000000000005,0.33243,8e-05,0.14961,0.07059,type 5,sample 848,good,1
0.14292,0.46206,0.03517,0.19069,0.056420000000000005,type 1,sample 849,good,3
0.15011,0.47993,0.0319,0.19693,0.07132999999999999,type 1,sample 850,good,3
0.41657,0.33285,5e-05,0.14665,0.07071000000000001,type 5,sample 851,good,1
0.40063000000000004,0.34176,0.0009400000000000001,0.1522,0.07194,type 5,sample 852,good,1
0.1554,0.4807,0.02779,0.19808,0.08007,type 1,sample 853,good,3
0.29767,0.40264,0.01496,0.16959000000000002,0.07087,type 5,sample 854,bad,1
0.14652,0.39816,-0.10457999999999999,0.11327000000000001,0.07203,type 4,sample 855,bad,0
0.41463999999999995,0.33642,0.00173,0.15128,0.07282000000000001,type 5,sample 856,bad,1
0.41626,0.33538,-0.00023999999999999998,0.15008,0.06985,type 5,sample 857,bad,1
0.14923,0.38409,-0.1021,0.11482,0.07146,type 4,sample 858,bad,0
0.14590999999999998,0.38529,-0.10372,0.11510999999999999,0.07846,type 4,sample 859,good,0
0.1425,0.37262,-0.08967,0.12102,0.07396,type 4,sample 860,bad,0
0.14432,0.46433,0.03572,0.19405,0.0615,type 1,sample 861,good,3
0.14705,0.39666,-0.0901,0.11911,0.07251,type 4,sample 862,good,0
0.14331,0.36755,-0.08307,0.12385,0.07823,type 4,sample 863,good,0
0.15037999999999999,0.39181,-0.10835,0.10894000000000001,0.07589,type 4,sample 864,good,0
0.15792,0.48111000000000004,0.03207,0.19864,0.07647999999999999,type 1,sample 865,good,3
0.11332,0.21291,0.00411,0.18592,0.11506,type 2,sample 866,bad,5
0.11099,0.20985,0.009340000000000001,0.18387,0.11738,type 2,sample 867,bad,5
0.1449,0.39216999999999996,-0.09846,0.11258,0.07581,type 4,sample 868,bad,0
0.19746,0.4235,0.046439999999999995,0.14668,0.07446,type 3,sample 869,good,3
0.15535,0.47725,0.02806,0.19555999999999998,0.07662999999999999,type 1,sample 870,good,3
0.10899,0.20357,0.010029999999999999,0.18505,0.07705,type 2,sample 871,bad,5
0.11179000000000001,0.20648000000000002,0.00818,0.18753,0.12445999999999999,type 2,sample 872,bad,5
0.14798,0.40297,-0.07952000000000001,0.12500999999999998,0.07022,type 4,sample 873,bad,0
0.14652,0.40053,-0.0974,0.11607,0.07313,type 4,sample 874,good,0
0.41718999999999995,0.33666,0.0019100000000000002,0.15127000000000002,0.0705,type 5,sample 875,bad,1
0.17375,0.44173999999999997,0.041460000000000004,0.15900999999999998,0.07697999999999999,type 3,sample 876,good,3
0.41684,0.33505,-0.0006,0.15198,0.07429,type 5,sample 877,bad,1
0.10804000000000001,0.21138,0.01566,0.17531,0.04446,type 2,sample 878,bad,2
0.14826,0.47695,0.03243,0.19445,0.07332999999999999,type 1,sample 879,good,3
0.14770999999999998,0.39685,-0.09824,0.11907999999999999,0.06905,type 4,sample 880,good,0
0.18223,0.44,0.042289999999999994,0.15902,0.07772000000000001,type 3,sample 881,good,3
0.15019000000000002,0.48086999999999996,0.03129,0.19417,0.07521,type 1,sample 882,good,3
0.14635,0.35879,-0.11965,0.10265999999999999,0.07276,type 4,sample 883,good,0
0.1581,0.47626,0.028730000000000002,0.19286,0.07567,type 1,sample 884,good,3
0.14855,0.40623000000000004,-0.08363,0.12623,0.0667,type 4,sample 885,good,0
0.14545999999999998,0.40865,-0.08807999999999999,0.12103,0.0698,type 4,sample 886,bad,0
0.15523,0.48286999999999997,0.02974,0.19884000000000002,0.07517,type 1,sample 887,good,3
0.15102000000000002,0.39315,-0.10457999999999999,0.11382,0.07353,type 4,sample 888,bad,0
0.1087,0.20713,0.0145,0.18172,0.07372999999999999,type 2,sample 889,bad,5
0.11175,0.21315,0.01581,0.17603,0.045489999999999996,type 2,sample 890,bad,2
0.14834,0.39277,-0.10683,0.11449000000000001,0.0753,type 4,sample 891,bad,0
0.14742,0.39332,-0.10347,0.11329000000000002,0.0775,type 4,sample 892,good,0
0.14973,0.39716,-0.09866,0.11817000000000001,0.07322999999999999,type 4,sample 893,good,0
0.14861,0.39142,-0.09886,0.11907000000000001,0.07216,type 4,sample 894,good,0
0.15001,0.4047,-0.09118,0.12267,0.06909,type 4,sample 895,good,0
0.11173,0.21195999999999998,0.0036,0.18825,0.11925999999999999,type 2,sample 896,bad,5
0.41513999999999995,0.33399999999999996,-0.0021100000000000003,0.1505,0.07188,type 5,sample 897,good,1
0.14459,0.37333,-0.08782000000000001,0.12333,0.07914,type 4,sample 898,good,0
0.11162000000000001,0.20544,0.01066,0.18392999999999998,0.08832000000000001,type 2,sample 899,bad,5
0.14284000000000002,0.45798999999999995,0.03192,0.1883,0.057370000000000004,type 1,sample 900,good,3
0.14881,0.39066,-0.09636,0.12057999999999999,0.07278,type 4,sample 901,good,0
0.40615,0.33744,-0.0015400000000000001,0.15055,0.07316,type 5,sample 902,bad,1
0.17727,0.44596,0.03583,0.16169,0.08017,type 3,sample 903,good,3
0.14847,0.39174000000000003,-0.10539000000000001,0.11204000000000001,0.07456,type 4,sample 904,good,0
0.10858,0.2143,0.016069999999999997,0.17199,0.00088,type 2,sample 905,bad,2
0.1089,0.20628000000000002,0.013819999999999999,0.17906,0.05134,type 2,sample 906,bad,2
0.10964000000000002,0.20928000000000002,0.015969999999999998,0.17665,0.04796,type 2,sample 907,bad,2
0.14188,0.37403000000000003,-0.08912,0.12159,0.07381,type 4,sample 908,bad,0
0.14145,0.45871000000000006,0.03493,0.18889,0.059989999999999995,type 1,sample 909,good,3
0.41738000000000003,0.33499,0.0004,0.1508,0.07254,type 5,sample 910,bad,1
0.14754,0.38892,-0.1078,0.10997,0.06982999999999999,type 4,sample 911,good,0
0.14825,0.39993,-0.08781,0.12272999999999999,0.07312,type 4,sample 912,bad,0
0.12344000000000001,0.34578000000000003,0.11852,-0.013280000000000002,0.08017,type 3,sample 913,good,4
0.11194000000000001,0.21227,0.01425,0.17095,-0.00484,type 2,sample 914,bad,2
0.11124,0.21091,0.0016699999999999998,0.1845,0.11399000000000001,type 2,sample 915,bad,5
0.14884,0.48136,0.030760000000000003,0.19361,0.07526000000000001,type 1,sample 916,good,3
0.40636,0.33726,-0.0004,0.1511,0.07171,type 5,sample 917,good,1
0.35013,0.36838000000000004,0.007859999999999999,0.16303,0.07281,type 5,sample 918,good,1
0.15209,0.42903,-0.06277,0.13667,0.07002,type 4,sample 919,bad,0
0.15245999999999998,0.47862,0.02154,0.19505999999999998,0.07937000000000001,type 1,sample 920,good,3
0.14979,0.48127,0.028939999999999997,0.19535999999999998,0.07332999999999999,type 1,sample 921,good,3
0.14849,0.39299,-0.10253,0.11179000000000001,0.07207999999999999,type 4,sample 922,good,0
0.14684,0.40576,-0.10106,0.11737,0.06792999999999999,type 4,sample 923,bad,0
0.16397,0.47303999999999996,0.03088,0.19802,0.07887000000000001,type 1,sample 924,good,3
0.16657,0.44293999999999994,0.04528,0.1531,0.07594,type 3,sample 925,bad,3
0.40971,0.33596,0.00039,0.15135,0.07061,type 5,sample 926,bad,1
0.11291,0.21022,0.006529999999999999,0.18646,0.11245,type 2,sample 927,bad,5
0.14807,0.40835,-0.09664,0.11665999999999999,0.06984,type 4,sample 928,bad,0
0.10797999999999999,0.20758000000000001,0.015619999999999998,0.18174,0.052110000000000004,type 2,sample 929,bad,2
0.15170999999999998,0.43427,0.05414,0.13185999999999998,0.08002999999999999,type 3,sample 930,bad,3
0.10752,0.2076,0.01351,0.18166,0.07081,type 2,sample 931,bad,5
0.40948,0.33721,-0.00047000000000000004,0.14784,0.07536,type 5,sample 932,bad,1
0.14476,0.41148999999999997,-0.07547000000000001,0.13018,0.07687000000000001,type 4,sample 933,good,0
0.11345,0.2121,0.011470000000000001,0.17242000000000002,-0.00823,type 2,sample 934,bad,2
0.11067,0.20789000000000002,0.01584,0.17954,0.04805,type 2,sample 935,bad,2
0.15023,0.48172,0.03094,0.19465,0.07411000000000001,type 1,sample 936,good,3
0.41503,0.33501,-0.00106,0.15223,0.07219,type 5,sample 937,good,1
0.41351000000000004,0.33447,-0.00053,0.15022,0.0739,type 5,sample 938,good,1
0.14926,0.41031000000000006,-0.07671,0.13011,0.07234,type 4,sample 939,good,0
0.11239,0.20645,0.006790000000000001,0.18792999999999999,0.13247,type 2,sample 940,bad,5
0.14365,0.37249,-0.09126000000000001,0.11900000000000001,0.07586,type 4,sample 941,good,0
0.14151,0.37408,-0.0853,0.11896,0.07954,type 4,sample 942,bad,0
0.40712,0.3383,-0.00172,0.15119000000000002,0.07185,type 5,sample 943,bad,1
0.15324000000000002,0.48007,0.03161,0.1997,0.07668,type 1,sample 944,good,3
0.14869000000000002,0.41602,-0.06646,0.13639,0.07506,type 4,sample 945,good,0
0.14225,0.46584,0.03588,0.19172,0.06079,type 1,sample 946,good,3
0.40903,0.33935,-5e-05,0.15281,0.0722,type 5,sample 947,bad,1
0.15081,0.39531,-0.10172,0.11384000000000001,0.07053,type 4,sample 948,bad,0
0.14824,0.40074,-0.09822,0.115,0.07045,type 4,sample 949,good,0
0.14743,0.38934,-0.11423,0.10885999999999998,0.07718,type 4,sample 950,bad,0
0.14229,0.37353000000000003,-0.08665,0.12232,0.07823,type 4,sample 951,good,0
0.10927,0.21159,0.013819999999999999,0.17015999999999998,-0.0007700000000000001,type 2,sample 952,bad,2
0.14578,0.36872,-0.12129000000000001,0.10145,0.07322000000000001,type 4,sample 953,bad,0
0.15083,0.4785,0.02267,0.1962,0.07413,type 1,sample 954,good,3
0.1471,0.38026,-0.10565999999999999,0.11132,0.07484,type 4,sample 955,bad,0
0.15932000000000002,0.47593,0.02865,0.19519,0.07909,type 1,sample 956,good,3
0.41194,0.33457,-0.0036200000000000004,0.15119000000000002,0.07587999999999999,type 5,sample 957,good,1
0.14844000000000002,0.48126,0.03207,0.19764,0.0758,type 1,sample 958,good,3
0.11135,0.20713,0.01624,0.18502000000000002,0.077,type 2,sample 959,bad,5
0.14590999999999998,0.39455999999999997,-0.10235,0.11317999999999999,0.07057000000000001,type 4,sample 960,bad,0
0.14575,0.37778,-0.08822,0.11893,0.07304,type 4,sample 961,good,0
0.40665999999999997,0.3366,0.00233,0.14807,0.07044,type 5,sample 962,good,1
0.14711,0.39985,-0.10252,0.11728,0.07293999999999999,type 4,sample 963,bad,0
0.14594000000000001,0.47313,0.0332,0.19565,0.06568,type 1,sample 964,good,3
0.40886999999999996,0.3361,-0.0009699999999999999,0.14924,0.07413,type 5,sample 965,bad,1
0.36959000000000003,0.35886999999999997,0.00524,0.16067,0.07247,type 5,sample 966,bad,1
0.15852,0.43296,0.05466,0.13768,0.07641,type 3,sample 967,good,3
0.14818,0.40656,-0.07577,0.12457,0.07277,type 4,sample 968,good,0
0.14548,0.38647,-0.07138,0.13093,0.08001,type 4,sample 969,bad,0
0.11358,0.31527,0.14501,-0.07254,0.08394,type 3,sample 970,bad,4
0.14816,0.48427,0.03707,0.19952999999999999,0.0753,type 1,sample 971,good,3
0.39426,0.34406,0.00386,0.15516,0.07536,type 5,sample 972,good,1
0.40944,0.33673000000000003,-0.00063,0.15169000000000002,0.07274,type 5,sample 973,bad,1
0.14686,0.38998,-0.09946,0.11828,0.07188,type 4,sample 974,bad,0
0.10989000000000002,0.2136,0.0171,0.17217000000000002,-0.00324,type 2,sample 975,bad,2
0.14934,0.41107,-0.08472,0.1255,0.07479,type 4,sample 976,good,0
0.14527,0.38043000000000005,-0.09455,0.11555,0.07316,type 4,sample 977,bad,0
0.1488,0.41017,-0.07222999999999999,0.13225,0.0743,type 4,sample 978,good,0
0.15489,0.47975,0.02555,0.19639,0.07712999999999999,type 1,sample 979,good,3
0.14676,0.39361999999999997,-0.12343,0.10687,0.07085,type 4,sample 980,bad,0
0.14486,0.46315,0.03261,0.19077,0.05981,type 1,sample 981,good,3
0.10582000000000001,0.20304,0.01684,0.18129,0.0694,type 2,sample 982,bad,5
0.40897,0.3371,-0.00116,0.15045,0.07292,type 5,sample 983,bad,1
0.15106,0.39109,-0.10926,0.11167,0.07141,type 4,sample 984,good,0
0.14661,0.39194,-0.09832,0.11728,0.07007000000000001,type 4,sample 985,good,0
0.39032,0.34669,0.00323,0.15607000000000001,0.0748,type 5,sample 986,good,1
0.14407999999999999,0.37492,-0.08836000000000001,0.11782999999999999,0.07654,type 4,sample 987,good,0
0.15382,0.48153,0.031180000000000003,0.19843,0.07493999999999999,type 1,sample 988,good,3
0.14904,0.40526999999999996,-0.09857,0.11532,0.06915,type 4,sample 989,good,0
0.14831,0.41528000000000004,-0.06595,0.13134,0.07338,type 4,sample 990,good,0
0.14719000000000002,0.40583,-0.08715,0.12372000000000001,0.0712,type 4,sample 991,bad,0
0.40771999999999997,0.33731,0.005220000000000001,0.15195999999999998,0.07353,type 5,sample 992,good,1
0.15214,0.42305,0.06482,0.11259000000000001,0.07921,type 3,sample 993,good,3
0.1499,0.3913,-0.10216,0.11223,0.07541,type 4,sample 994,bad,0
0.14561,0.38158000000000003,-0.10452,0.11607,0.07167000000000001,type 4,sample 995,bad,0
0.14764000000000002,0.37606999999999996,-0.11648,0.10468,0.07368999999999999,type 4,sample 996,good,0
0.17985,0.43706999999999996,0.04471,0.15222,0.07453,type 3,sample 997,good,3
0.40992,0.33486,-0.00132,0.15111,0.07229,type 5,sample 998,bad,1
0.15148,0.4844,0.03655,0.20167000000000002,0.07422000000000001,type 1,sample 999,good,3
0.14827,0.40005999999999997,-0.09404,0.11847,0.07339,type 4,sample 1000,bad,0
0.11204000000000001,0.21372,0.01648,0.17205,-0.0014199999999999998,type 2,sample 1001,bad,2
0.14620999999999998,0.39883,-0.08612,0.12390999999999999,0.07286000000000001,type 4,sample 1002,good,0
0.14761,0.37615,-0.11502000000000001,0.10860999999999998,0.07357000000000001,type 4,sample 1003,good,0
0.14547000000000002,0.38329,-0.12036,0.10699000000000002,0.0751,type 4,sample 1004,bad,0
0.40166,0.33789,0.00054,0.15483,0.07558,type 5,sample 1005,bad,1
0.14768,0.41986,-0.06633,0.13335,0.07318,type 4,sample 1006,bad,0
0.14693,0.37446,-0.11515,0.10604000000000001,0.07122,type 4,sample 1007,bad,0
0.10883,0.20255,0.01278,0.18452000000000002,0.06763,type 2,sample 1008,bad,5
0.10893,0.205,0.00852,0.18893,0.12736,type 2,sample 1009,bad,5
0.1508,0.42928,-0.06171,0.1398,0.0754,type 4,sample 1010,bad,0
0.15299000000000001,0.48013999999999996,0.026139999999999997,0.19815,0.0778,type 1,sample 1011,good,3
0.14914000000000002,0.39388,-0.10525999999999999,0.11415,0.07389,type 4,sample 1012,good,0
0.14749,0.4128,-0.07583,0.1307,0.07317,type 4,sample 1013,good,0
0.15279,0.48039,0.02556,0.19708,0.07693,type 1,sample 1014,good,3
0.14792,0.39396,-0.07843,0.12584,0.07325,type 4,sample 1015,bad,0
0.14875,0.3948,-0.1023,0.11325999999999999,0.0713,type 4,sample 1016,bad,0
0.10917,0.20861999999999997,0.00796,0.18573,0.11807000000000001,type 2,sample 1017,bad,5
0.10920999999999999,0.20536999999999997,0.012459999999999999,0.17932,0.07069,type 2,sample 1018,bad,5
0.14903,0.38435,-0.09675,0.11712,0.07328,type 4,sample 1019,good,0
0.14753,0.47941999999999996,0.0306,0.19615,0.07272999999999999,type 1,sample 1020,good,3
0.10947,0.20449,0.0127,0.18699000000000002,0.09087,type 2,sample 1021,bad,5
0.14631,0.41567,-0.07837999999999999,0.12774000000000002,0.07196,type 4,sample 1022,bad,0
0.15208,0.41376,0.0695,0.10613,0.0758,type 3,sample 1023,good,3
0.11051,0.20611,0.00639,0.18847,0.12829000000000002,type 2,sample 1024,bad,5
0.14276,0.45848999999999995,0.03656,0.18597,0.062060000000000004,type 1,sample 1025,good,3
0.39393,0.34601,0.00016,0.15254,0.07485,type 5,sample 1026,good,1
0.14793,0.40575,-0.10169,0.11785,0.07195,type 4,sample 1027,good,0
0.38971999999999996,0.3475,0.00439,0.15752,0.06905,type 5,sample 1028,good,1
0.4142,0.33141,-0.00245,0.15033,0.0721,type 5,sample 1029,good,1
0.14866,0.39124000000000003,-0.10439000000000001,0.11650999999999999,0.0731,type 4,sample 1030,bad,0
0.15129,0.41741999999999996,-0.06966,0.13485,0.07293,type 4,sample 1031,good,0
